Process,Amount,Unit,id,hierarchy_level,parent_id,Phase,Location,Process_shorthand
"Global milling process; soft wheat, steel-roller-milled, industrial production; French production mix, at plant; 1 kg bulk flour at the exit gate  (PDi)",0.02495,kg CO2 eq,144,2,143,raw materials/ingredients,France,Global milling process; soft wheat
"Soft wheat grain, conventional, breadmaking quality, 15% moisture, at farm gate|",0.02282,kg CO2 eq,145,3,144,raw materials/ingredients,France,Soft wheat grain
"Average mineral fertilizer, as N, at regional storehouse/kg",0.00276,kg CO2 eq,146,4,145,raw materials/ingredients,France,Average mineral fertilizer
"Suckler cull cow, conventional, suckler cow system, less than 1.2 LU per ha, at",0.19302000649999984,kg CO2 eq,147,7,6,raw materials/ingredients,France,Suckler cull cow
"Calf of 0 day, conventional, suckler cow system, less than 1.2 LU per ha (animal",0.10805337330000002,kg CO2 eq,148,8,7,raw materials/ingredients,France,Calf of 0 day
"Grazed grass, permanent meadow, without clover, Auvergne, on field",0.01353,kg CO2 eq,149,9,8,raw materials/ingredients,France,Grazed grass
"Baled hay, permanent meadow, without clover, Auvergne, at farm",0.00503834284,kg CO2 eq,150,9,9,raw materials/ingredients,France,Baled hay
"Grazed grass, permanent meadow, without clover, Auvergne, on field",0.015909999999999997,kg CO2 eq,151,8,10,raw materials/ingredients,France,Grazed grass
"Baled hay, permanent meadow, without clover, Auvergne, at farm",0.011268741700000001,kg CO2 eq,152,8,11,raw materials/ingredients,France,Baled hay
"Young suckler bull, conventional, fattening system, less than 1.2 LU per ha, at",0.05691697610000007,kg CO2 eq,153,7,15,raw materials/ingredients,France,Young suckler bull
"Conventional suckler cow system, less than 1.2 LU per ha, animal class 1, at far",0.07151682849999985,kg CO2 eq,154,8,16,raw materials/ingredients,France,Conventional suckler cow system
"Calf of 0 day, conventional, suckler cow system, less than 1.2 LU per ha (animal",0.14694938410000002,kg CO2 eq,155,9,17,raw materials/ingredients,France,Calf of 0 day
"Grazed grass, permanent meadow, without clover, Auvergne, on field",0.01841,kg CO2 eq,156,10,18,raw materials/ingredients,France,Grazed grass
"Baled hay, permanent meadow, without clover, Auvergne, at farm",0.0068445399,kg CO2 eq,157,10,19,raw materials/ingredients,France,Baled hay
"Baled hay, permanent meadow, without clover, Auvergne, at farm",0.00567331013,kg CO2 eq,158,9,20,raw materials/ingredients,France,Baled hay
"clear-cutting, primary forest to arable land BR_modified",0.00366909535,kg CO2 eq,159,14,27,raw materials/ingredients,Brazil,clear-cutting
"Silage maize, conventional, national average, animal feed, at farm gate, product",0.0041505296778,kg CO2 eq,160,8,28,raw materials/ingredients,France,Silage maize
"Suckler cull cow, conventional, suckler cow system, more than 1.2 LU per ha, at",0.11798905779999991,kg CO2 eq,161,7,29,raw materials/ingredients,France,Suckler cull cow
