Process,Amount,Unit,id,hierarchy_level,parent_id,Phase,Location,Process_shorthand
"building construction, hall",0.00287,kg CO2 eq,142,3,2,raw materials/ingredients,Switzerland,building construction
"Drying; Sausages , Dry sausages, industrial production; French production, at plant;1 kg of dry sausages product (POUi)",0.00267,kg CO2 eq,143,3,2,raw materials/ingredients,France,Drying; Sausages 
"Manufacturing dry sausages; pork meat, Sausages meat, industrial production; French production, at plant;1 kg of sausages meat (POUi)",0.00154,kg CO2 eq,144,3,2,raw materials/ingredients,France,Manufacturing dry sausages; pork meat
"Waiting period; Sausages meat, Sausages meat, industrial production; French production, at plant;1 kg of sausages meat after waiting (POUi)",0.00142,kg CO2 eq,145,3,2,raw materials/ingredients,France,Waiting period; Sausages meat
"Gruyere cheese, from cow's milk, at plant",0.17614,kg CO2 eq,146,1,0,raw materials/ingredients,France,Gruyere cheese
"Hard cheese, from cow's milk, consumption mix",0.17614,kg CO2 eq,147,2,146,raw materials/ingredients,France,Hard cheese
"Cheese production; from raw milk, hard cheese ; French production mix, at plant; 1 kg of hard cheese (PGi)",0.1753,kg CO2 eq,148,3,147,raw materials/ingredients,France,Cheese production; from raw milk
"Cow milk, national average, at farm gate/kg",0.16228,kg CO2 eq,149,4,148,raw materials/ingredients,France,Cow milk
"Cow milk, conventional, lowland milk system, silage maize more than 30%, at farm",0.08852,kg CO2 eq,150,5,149,raw materials/ingredients,France,Cow milk
"Soybean meal BR, crushing in Brazil, animal feed, at french port, average",0.01102,kg CO2 eq,151,6,150,raw materials/ingredients,France,Soybean meal BR
"Soybean meal, crushing in Brazil, animal feed, at mill, average",0.01022,kg CO2 eq,152,7,151,raw materials/ingredients,Brazil,Soybean meal
"Soybean oil and meal, Brazil, common process meal and oil, average",0.00967,kg CO2 eq,153,8,152,raw materials/ingredients,Brazil,Soybean oil and meal
"Soybean, average, animal feed, at farm gate",0.00858,kg CO2 eq,154,9,153,raw materials/ingredients,Brazil,Soybean
"Soybean, Center west average, animal feed, at farm gate",0.00794,kg CO2 eq,155,10,154,raw materials/ingredients,Brazil,Soybean
"Soybean grain, no tillage, Centerwest",0.00634,kg CO2 eq,156,11,155,raw materials/ingredients,Brazil,Soybean grain
"clear-cutting, primary forest to arable land BR_modified",0.0049,kg CO2 eq,157,12,156,raw materials/ingredients,Brazil,clear-cutting
"Soybean grain, tillage, Centerwest",0.0016,kg CO2 eq,158,11,155,raw materials/ingredients,Brazil,Soybean grain
"clear-cutting, primary forest to arable land BR_modified",0.00122,kg CO2 eq,159,12,158,raw materials/ingredients,Brazil,clear-cutting
"Soybean, South average, animal feed, at farm gate",0.00064,kg CO2 eq,160,10,154,raw materials/ingredients,Brazil,Soybean
"Soybean grain,South, Chem. fertilzation average, animal feed, at farm gate",0.0006,kg CO2 eq,161,11,160,raw materials/ingredients,Brazil,Soybean grain
"transport, freight, lorry, unspecified",0.0007,kg CO2 eq,162,9,153,raw materials/ingredients,Global,transport
"Soybean meal, final process, processing",0.00055,kg CO2 eq,163,8,152,raw materials/ingredients,Brazil,Soybean meal
"transport, freight, sea, transoceanic ship",0.0008,kg CO2 eq,164,7,151,raw materials/ingredients,Global,transport
"Silage maize, conventional, national average, animal feed, at farm gate, product",0.0064,kg CO2 eq,165,6,150,raw materials/ingredients,France,Silage maize
"Grazed grass, temporary meadow, with clover, Northwestern region, on field",0.00239,kg CO2 eq,166,6,150,raw materials/ingredients,France,Grazed grass
Soft wheat grain stored and transported,0.00207,kg CO2 eq,167,6,150,raw materials/ingredients,France,Soft wheat grain stored and transported
"Soft wheat grain, conventional, national average, animal feed, at farm gate, pro",0.00201,kg CO2 eq,168,7,167,raw materials/ingredients,France,Soft wheat grain
"Grass silage, horizontal silo, temporary meadow, with clover, Northwestern region | Grass silage, horizontal silo, temporary meadow, with clover, Northwestern region, at farm",0.00138,kg CO2 eq,169,6,150,raw materials/ingredients,France,Grass silage
"heat production, light fuel oil, at boiler 100kW condensing, non-modulating",0.00093,kg CO2 eq,170,6,150,raw materials/ingredients,Switzerland,heat production
"Cow milk, conventional, lowland milk system, silage maize 10 to 30%, at farm gat",0.02804,kg CO2 eq,171,5,149,raw materials/ingredients,France,Cow milk
"Soybean meal BR, crushing in Brazil, animal feed, at french port, average",0.00312,kg CO2 eq,172,6,171,raw materials/ingredients,France,Soybean meal BR
"Soybean meal, crushing in Brazil, animal feed, at mill, average",0.0029,kg CO2 eq,173,7,172,raw materials/ingredients,Brazil,Soybean meal
"Soybean oil and meal, Brazil, common process meal and oil, average",0.00274,kg CO2 eq,174,8,173,raw materials/ingredients,Brazil,Soybean oil and meal
"Soybean, average, animal feed, at farm gate",0.00243,kg CO2 eq,175,9,174,raw materials/ingredients,Brazil,Soybean
"Soybean, Center west average, animal feed, at farm gate",0.00225,kg CO2 eq,176,10,175,raw materials/ingredients,Brazil,Soybean
"Soybean grain, no tillage, Centerwest",0.0018,kg CO2 eq,177,11,176,raw materials/ingredients,Brazil,Soybean grain
"clear-cutting, primary forest to arable land BR_modified",0.00139,kg CO2 eq,178,12,177,raw materials/ingredients,Brazil,clear-cutting
"Silage maize, conventional, national average, animal feed, at farm gate, product",0.00182,kg CO2 eq,179,6,171,raw materials/ingredients,France,Silage maize
"Grazed grass, temporary meadow, with clover, Northwestern region, on field",0.00135,kg CO2 eq,180,6,171,raw materials/ingredients,France,Grazed grass
"Soft wheat grain, conventional, national average, animal feed, at farm gate, pro",0.00058,kg CO2 eq,181,6,171,raw materials/ingredients,France,Soft wheat grain
"Cow milk, conventional, highland milk system, grass fed, at farm gate",0.02662,kg CO2 eq,182,5,149,raw materials/ingredients,France,Cow milk
"Grass silage, horizontal silo, permanent meadow, without clover, Auvergne, at fa",0.00194,kg CO2 eq,183,6,182,raw materials/ingredients,France,Grass silage
"Grazed grass, permanent meadow, without clover, Auvergne, on field",0.00094,kg CO2 eq,184,6,182,raw materials/ingredients,France,Grazed grass
"Soft wheat grain, conventional, national average, animal feed, at farm gate, pro",0.00075,kg CO2 eq,185,6,182,raw materials/ingredients,France,Soft wheat grain
"Baled hay, permanent meadow, without clover, Auvergne, at farm",0.00072,kg CO2 eq,186,6,182,raw materials/ingredients,France,Baled hay
"Cow milk, conventional, lowland milk system, silage maize 5 to 10%, at farm gate",0.00964,kg CO2 eq,187,5,149,raw materials/ingredients,France,Cow milk
"Soybean meal BR, crushing in Brazil, animal feed, at french port, average",0.00076,kg CO2 eq,188,6,187,raw materials/ingredients,France,Soybean meal BR
"Soybean meal, crushing in Brazil, animal feed, at mill, average",0.0007,kg CO2 eq,189,7,188,raw materials/ingredients,Brazil,Soybean meal
"Soybean oil and meal, Brazil, common process meal and oil, average",0.00067,kg CO2 eq,190,8,189,raw materials/ingredients,Brazil,Soybean oil and meal
"Soybean, average, animal feed, at farm gate",0.00059,kg CO2 eq,191,9,190,raw materials/ingredients,Brazil,Soybean
"Soybean, Center west average, animal feed, at farm gate",0.00055,kg CO2 eq,192,10,191,raw materials/ingredients,Brazil,Soybean
"Grazed grass, temporary meadow, with clover, Northwestern region, on field",0.00074,kg CO2 eq,193,6,187,raw materials/ingredients,France,Grazed grass
"Cow milk, organic, lowland milk system, silage maize 5 to 10%, at farm gate",0.00946,kg CO2 eq,194,5,149,raw materials/ingredients,France,Cow milk
"heat production, natural gas, at industrial furnace low-NOx >100kW",0.00436,kg CO2 eq,195,4,148,raw materials/ingredients,Europe without Switzerland,heat production
"heat production, heavy fuel oil, at industrial furnace 1MW",0.00282,kg CO2 eq,196,4,148,raw materials/ingredients,Switzerland,heat production
"transport, freight, lorry with refrigeration machine, 7.5-16 ton, EUR",0.00175,kg CO2 eq,197,4,148,raw materials/ingredients,Global,transport
"electricity, medium voltage",0.00083,kg CO2 eq,198,4,148,raw materials/ingredients,France,electricity
"nitric acid, without water, in 50% solution state",0.00079,kg CO2 eq,199,4,148,raw materials/ingredients,Global,nitric acid
"transport, freight, lorry 16-32 metric ton, EURO6",0.0008,kg CO2 eq,200,3,147,raw materials/ingredients,Europe,transport
"Cooking, industrial, 1kg of cooked product (AGB 3.0)/",0.03872,kg CO2 eq,201,1,0,raw materials/ingredients,France,Cooking
"Boiling, industrial, 1kg of boiled product, for cooking",0.01809,kg CO2 eq,202,2,201,raw materials/ingredients,France,Boiling
"Gas boiling, industrial, 1kg of boiled product, for boiling",0.01702,kg CO2 eq,203,3,202,raw materials/ingredients,France,Gas boiling
"heat production, natural gas, MODIFIED <100kW",0.01686,kg CO2 eq,204,4,203,raw materials/ingredients,Europe without Switzerland,heat production
"natural gas, low pressure",0.00379,kg CO2 eq,205,5,204,raw materials/ingredients,Rest-of-World,natural gas
"Electric boiling, industrial, 1kg of boiled product, for boiling",0.00107,kg CO2 eq,206,3,202,raw materials/ingredients,France,Electric boiling
"electricity, medium voltage",0.00097,kg CO2 eq,207,4,206,raw materials/ingredients,France,electricity
"Deep-frying, industrial, 1kg of deep-fried product, for cooking",0.01299,kg CO2 eq,208,2,201,raw materials/ingredients,France,Deep-frying
"rape oil, crude",0.00895,kg CO2 eq,209,3,208,raw materials/ingredients,Switzerland,rape oil
"electricity, medium voltage",0.00356,kg CO2 eq,210,3,208,raw materials/ingredients,France,electricity
"Oven baking, industrial, 1kg of oven-baked product, for cooking",0.00764,kg CO2 eq,211,2,201,raw materials/ingredients,France,Oven baking
"electricity, medium voltage",0.00764,kg CO2 eq,212,3,211,raw materials/ingredients,France,electricity
"Tomato, for processing, peeled, at plant",0.02736,kg CO2 eq,213,1,0,raw materials/ingredients,France,Tomato
"Processed tomatoes, consumption mix",0.02709,kg CO2 eq,214,2,213,raw materials/ingredients,France,Processed tomatoes
"Tomato, conventional, soil based, non-heated greenhouse, at greenhouse",0.01988,kg CO2 eq,215,3,214,raw materials/ingredients,France,Tomato
"Tomato, seedling (phase), conventional, soil based prod., national average, at p",0.00926,kg CO2 eq,216,4,215,raw materials/ingredients,France,Tomato
"natural gas, burned in furnace >100kW of greenhouse/MJ",0.0085,kg CO2 eq,217,5,216,raw materials/ingredients,Europe,natural gas
"natural gas, high pressure",0.00138,kg CO2 eq,218,6,217,raw materials/ingredients,France,natural gas
Plastic tunnel/m2,0.00275,kg CO2 eq,219,4,215,raw materials/ingredients,France,Plastic tunnel/m2
"steel production, low-alloyed, hot rolled",0.00096,kg CO2 eq,220,5,219,raw materials/ingredients,Europe,steel production
ethylene vinyl acetate copolymer production,0.00071,kg CO2 eq,221,5,219,raw materials/ingredients,Europe,ethylene vinyl acetate copolymer production
"Greenhouse, plastic walls and roof, plastic tubes/m2",0.00224,kg CO2 eq,222,4,215,raw materials/ingredients,France,Greenhouse
"transport, freight, lorry 16-32 metric ton, EURO6",0.00547,kg CO2 eq,223,3,214,raw materials/ingredients,Europe,transport
"transport, freight, sea, transoceanic ship",0.00111,kg CO2 eq,224,3,214,raw materials/ingredients,Global,transport
"transport, freight train",0.00062,kg CO2 eq,225,3,214,raw materials/ingredients,Europe,transport
"Wheat flour, at industrial mill",0.02495,kg CO2 eq,226,1,0,raw materials/ingredients,France,Wheat flour
"Global milling process; soft wheat, steel-roller-milled, industrial production; French production mix, at plant; 1 kg bulk flour at the exit gate  (PDi)",0.02495,kg CO2 eq,227,2,226,raw materials/ingredients,France,Global milling process; soft wheat
"Soft wheat grain, conventional, breadmaking quality, 15% moisture, at farm gate|",0.02282,kg CO2 eq,228,3,227,raw materials/ingredients,France,Soft wheat grain
"Average mineral fertilizer, as N, at regional storehouse/kg",0.00276,kg CO2 eq,229,4,228,raw materials/ingredients,France,Average mineral fertilizer
"Urea, as N, at plant (WFLDB 3.5)",0.00113,kg CO2 eq,230,5,229,raw materials/ingredients,Europe,Urea
"Urea (46% N), at plant (WFLDB 3.5)",0.00113,kg CO2 eq,231,6,230,raw materials/ingredients,Europe,Urea (46% N)
"Ammonia, steam reforming, at plant (WFLDB 3.5)",0.00137,kg CO2 eq,232,7,231,raw materials/ingredients,Europe,Ammonia
