Process,Amount,Unit,id,hierarchy_level,parent_id,Phase,Location,Process_shorthand
"Soybean grain, no tillage, Centerwest",0.00096,kg CO2 eq,139,14,138,raw materials/ingredients,Brazil,Soybean grain
"clear-cutting, primary forest to arable land BR_modified",0.00074,kg CO2 eq,140,15,139,raw materials/ingredients,Brazil,clear-cutting
"Maize grain, conventional, 28% moisture, national average, animal feed, at farm | Maize grain, conventional, 28% moisture, national average, animal feed, at farm gate",0.00071,kg CO2 eq,141,9,132,raw materials/ingredients,France,Maize grain
"Rapeseed oil, crude, conventional, animal feed, at plant",0.0007,kg CO2 eq,142,9,132,raw materials/ingredients,France,Rapeseed oil
"Weaned piglet,French average,WP 2nd phase feed,conv prod, at farm gate/kg",0.01478,kg CO2 eq,143,7,78,raw materials/ingredients,France,Weaned piglet
"Soybean meal BR, crushing in Brazil, animal feed, at french port, average",0.00673,kg CO2 eq,144,8,143,raw materials/ingredients,France,Soybean meal BR
"Soybean meal, crushing in Brazil, animal feed, at mill, average",0.00624,kg CO2 eq,145,9,144,raw materials/ingredients,Brazil,Soybean meal
"Soybean oil and meal, Brazil, common process meal and oil, average",0.00591,kg CO2 eq,146,10,145,raw materials/ingredients,Brazil,Soybean oil and meal
"Soybean, average, animal feed, at farm gate",0.00524,kg CO2 eq,147,11,146,raw materials/ingredients,Brazil,Soybean
"Soybean, Center west average, animal feed, at farm gate",0.00485,kg CO2 eq,148,12,147,raw materials/ingredients,Brazil,Soybean
"Soybean grain, no tillage, Centerwest",0.00387,kg CO2 eq,149,13,148,raw materials/ingredients,Brazil,Soybean grain
"clear-cutting, primary forest to arable land BR_modified",0.00299,kg CO2 eq,150,14,149,raw materials/ingredients,Brazil,clear-cutting
"Soybean grain, tillage, Centerwest",0.00098,kg CO2 eq,151,13,148,raw materials/ingredients,Brazil,Soybean grain
"clear-cutting, primary forest to arable land BR_modified",0.00075,kg CO2 eq,152,14,151,raw materials/ingredients,Brazil,clear-cutting
Soft wheat grain stored and transported,0.00533,kg CO2 eq,153,8,143,raw materials/ingredients,France,Soft wheat grain stored and transported
"Soft wheat grain, conventional, national average, animal feed, at farm gate, pro",0.00517,kg CO2 eq,154,9,153,raw materials/ingredients,France,Soft wheat grain
Feed barley grain stored and transported,0.00079,kg CO2 eq,155,8,143,raw materials/ingredients,France,Feed barley grain stored and transported
"Feed barley grain, conventional, national average",0.00077,kg CO2 eq,156,9,155,raw materials/ingredients,France,Feed barley grain
"Weaned piglet,French average,WP 1st phase feed,conv prod, at farm gate/kg",0.00315,kg CO2 eq,157,7,78,raw materials/ingredients,France,Weaned piglet
"Soybean meal BR, crushing in Brazil, animal feed, at french port, average",0.00081,kg CO2 eq,158,8,157,raw materials/ingredients,France,Soybean meal BR
"Soybean meal, crushing in Brazil, animal feed, at mill, average",0.00075,kg CO2 eq,159,9,158,raw materials/ingredients,Brazil,Soybean meal
"Soybean oil and meal, Brazil, common process meal and oil, average",0.00071,kg CO2 eq,160,10,159,raw materials/ingredients,Brazil,Soybean oil and meal
"Whey powder, animal feed, at retailer gate",0.00077,kg CO2 eq,161,8,157,raw materials/ingredients,France,Whey powder
"Sow,French average,gestating feed,conv prod, at farm gate/kg",0.00308,kg CO2 eq,162,7,78,raw materials/ingredients,France,Sow
"Sow,French average,gestating feed,purchased part,conv prod, at farm gate/kg",0.00234,kg CO2 eq,163,8,162,raw materials/ingredients,France,Sow
"Sow,French average,gestating feed,on-farm part,conv prod, at farm gate/kg",0.00074,kg CO2 eq,164,8,162,raw materials/ingredients,France,Sow
"heat production, light fuel oil, at boiler 100kW condensing, non-modulating",0.00171,kg CO2 eq,165,7,78,raw materials/ingredients,Switzerland,heat production
"Pig building without FDS, concrete wall and concrete slatted floor (fattening)/p",0.00141,kg CO2 eq,166,7,78,raw materials/ingredients,France,Pig building without FDS
"electricity, low voltage",0.0013,kg CO2 eq,167,7,78,raw materials/ingredients,France,electricity
"Sow,French average,lactating feed,conv prod, at farm gate/kg",0.00111,kg CO2 eq,168,7,78,raw materials/ingredients,France,Sow
"Sow,French average,lactating feed,purchased part,conv prod, at farm gate/kg",0.00084,kg CO2 eq,169,8,168,raw materials/ingredients,France,Sow
Slurry pit/m3y,0.00077,kg CO2 eq,170,7,78,raw materials/ingredients,France,Slurry pit/m3y
"electricity, medium voltage",0.00585,kg CO2 eq,171,5,76,raw materials/ingredients,France,electricity
"heat production, natural gas, at industrial furnace low-NOx >100kW",0.00261,kg CO2 eq,172,5,76,raw materials/ingredients,Europe without Switzerland,heat production
"Slaughtering of pigs; Pigs, Carcasses, industrial production; French production mix, at plant;1 kg of carcasses (POUi)",0.00072,kg CO2 eq,173,5,76,raw materials/ingredients,France,Slaughtering of pigs; Pigs
"Slicing-packaging; cooked hams,  superior cooked hams packed, industrial production; French production, at plant;1 kg of superior cooked ham packed (POUi)",0.01961,kg CO2 eq,174,3,74,raw materials/ingredients,France,Slicing-packaging; cooked hams
"packaging film, PET, at plant/kg",0.01289,kg CO2 eq,175,4,174,raw materials/ingredients,Europe,packaging film
"polyethylene terephthalate, granulate, amorphous",0.01137,kg CO2 eq,176,5,175,raw materials/ingredients,Global,polyethylene terephthalate
"extrusion production, plastic film",0.00153,kg CO2 eq,177,5,175,raw materials/ingredients,Europe,extrusion production
"Thermoforming film, PA/PE, at plant (ACYVIA)",0.00453,kg CO2 eq,178,4,174,raw materials/ingredients,Europe,Thermoforming film
nylon 6-6,0.00329,kg CO2 eq,179,5,178,raw materials/ingredients,Global,nylon 6-6
"polyethylene, low density, granulate",0.0009,kg CO2 eq,180,5,178,raw materials/ingredients,Global,polyethylene
"disposal, polyethylene, 0.4% water, to municipal incineration/kg",0.00156,kg CO2 eq,181,4,174,raw materials/ingredients,Switzerland,disposal
"heat production, natural gas, at industrial furnace low-NOx >100kW",0.00265,kg CO2 eq,182,3,74,raw materials/ingredients,Europe without Switzerland,heat production
"electricity, medium voltage",0.00153,kg CO2 eq,183,3,74,raw materials/ingredients,France,electricity
"Molding; hams injected blended, Fresh hams molded, industrial production; French production, at plant;1 kg  of fresh ham molded (POUi)",0.00102,kg CO2 eq,184,3,74,raw materials/ingredients,France,Molding; hams injected blended
"packaging film, PET, at plant/kg",0.00097,kg CO2 eq,185,4,184,raw materials/ingredients,Europe,packaging film
"polyethylene terephthalate, granulate, amorphous",0.00086,kg CO2 eq,186,5,185,raw materials/ingredients,Global,polyethylene terephthalate
"Cooking, industrial, 1kg of cooked product (AGB 3.0)/",0.03872,kg CO2 eq,187,1,0,raw materials/ingredients,France,Cooking
"Boiling, industrial, 1kg of boiled product, for cooking",0.01809,kg CO2 eq,188,2,187,raw materials/ingredients,France,Boiling
"Gas boiling, industrial, 1kg of boiled product, for boiling",0.01702,kg CO2 eq,189,3,188,raw materials/ingredients,France,Gas boiling
"heat production, natural gas, MODIFIED <100kW",0.01686,kg CO2 eq,190,4,189,raw materials/ingredients,Europe without Switzerland,heat production
"natural gas, low pressure",0.00379,kg CO2 eq,191,5,190,raw materials/ingredients,Rest-of-World,natural gas
"Electric boiling, industrial, 1kg of boiled product, for boiling",0.00107,kg CO2 eq,192,3,188,raw materials/ingredients,France,Electric boiling
"electricity, medium voltage",0.00097,kg CO2 eq,193,4,192,raw materials/ingredients,France,electricity
"Deep-frying, industrial, 1kg of deep-fried product, for cooking",0.01299,kg CO2 eq,194,2,187,raw materials/ingredients,France,Deep-frying
"rape oil, crude",0.00895,kg CO2 eq,195,3,194,raw materials/ingredients,Switzerland,rape oil
"electricity, medium voltage",0.00356,kg CO2 eq,196,3,194,raw materials/ingredients,France,electricity
"Oven baking, industrial, 1kg of oven-baked product, for cooking",0.00764,kg CO2 eq,197,2,187,raw materials/ingredients,France,Oven baking
"electricity, medium voltage",0.00764,kg CO2 eq,198,3,197,raw materials/ingredients,France,electricity
"Wheat flour, at industrial mill",0.0254,kg CO2 eq,199,1,0,raw materials/ingredients,France,Wheat flour
"Global milling process; soft wheat, steel-roller-milled, industrial production; French production mix, at plant; 1 kg bulk flour at the exit gate  (PDi)",0.0254,kg CO2 eq,200,2,199,raw materials/ingredients,France,Global milling process; soft wheat
"Soft wheat grain, conventional, breadmaking quality, 15% moisture, at farm gate|",0.02324,kg CO2 eq,201,3,200,raw materials/ingredients,France,Soft wheat grain
"Average mineral fertilizer, as N, at regional storehouse/kg",0.00281,kg CO2 eq,202,4,201,raw materials/ingredients,France,Average mineral fertilizer
"Urea, as N, at plant (WFLDB 3.5)",0.00115,kg CO2 eq,203,5,202,raw materials/ingredients,Europe,Urea
"Urea (46% N), at plant (WFLDB 3.5)",0.00115,kg CO2 eq,204,6,203,raw materials/ingredients,Europe,Urea (46% N)
"Ammonia, steam reforming, at plant (WFLDB 3.5)",0.00139,kg CO2 eq,205,7,204,raw materials/ingredients,Europe,Ammonia
"Ammonium nitrate phosphate, as P2O5, at plant (WFLDB 3.5)",0.00089,kg CO2 eq,206,5,202,raw materials/ingredients,Europe,Ammonium nitrate phosphate
"Ammonium nitrate phosphate, at plant (WFLDB 3.5)",0.00089,kg CO2 eq,207,6,206,raw materials/ingredients,Europe,Ammonium nitrate phosphate
"Harvesting, with combine harvester/hr",0.00075,kg CO2 eq,208,4,201,raw materials/ingredients,France,Harvesting
"Reception, precleaning and storage of raw wheat; soft wheat, industrial production; French production mix, at plant;1 kg stored raw wheat (POUi)",0.0014,kg CO2 eq,209,3,200,raw materials/ingredients,France,Reception
"transport, freight, lorry with refrigeration machine, 7.5-16 ton, EUR",0.00139,kg CO2 eq,210,4,209,raw materials/ingredients,Global,transport
"Tomato, for processing, peeled, at plant",0.01545,kg CO2 eq,211,1,0,raw materials/ingredients,France,Tomato
"Processed tomatoes, consumption mix",0.0153,kg CO2 eq,212,2,211,raw materials/ingredients,France,Processed tomatoes
"Tomato, conventional, soil based, non-heated greenhouse, at greenhouse",0.01123,kg CO2 eq,213,3,212,raw materials/ingredients,France,Tomato
"Tomato, seedling (phase), conventional, soil based prod., national average, at p",0.00523,kg CO2 eq,214,4,213,raw materials/ingredients,France,Tomato
